facility_id,month_year_fmt,ndc,rb_spend,rb_units
OH2001,2024-02,65219047410,82.35,3.0
VA0066,2024-02,63323086910,30.46,1.0
AB2353,2024-02,63323068310,-43.7,-1.0
657482,2024-02,65219047220,160.0,2.0
641641,2024-02,65219025810,3640.7200000000003,8.0
CA2642,2024-02,65219025810,905.54,2.0
640913,2024-02,63323062625,56.57,1.0
LA0328,2024-02,63323017876,30.576,1.0
606133,2024-02,65219047030,69.64,1.0
AG6192,2024-02,63323086910,34.05,1.0
AA6010,2024-02,63323086910,43.99,1.0
LA0191,2024-02,63323068810,51.15,1.0
VA0001,2024-02,63323053075,141.38,2.0
AG6192,2024-02,63323062655,50.57,1.0
AR0045,2024-02,65219011910,170.04,2.0
606222,2024-02,63323082476,129.58,2.0
IL2017,2024-02,63323053075,38.2,1.0
IA2010,2024-02,63323053075,74.4,1.0
AD7103,2024-02,63323062610,45.6,1.0
NC0090,2024-02,63323082476,25.85,1.0
DE0002,2024-02,65219047220,480.0,6.0
AT3873,2024-02,65219047220,93.6,1.0
AZ2084,2024-02,63323082476,194.4,3.0
AD4632,2024-02,63323062610,45.6,1.0
NE2038,2024-02,65219047410,116.64000000000001,3.0
758923,2024-02,65219047410,182.4,4.0
CA2023,2024-02,63323068310,43.43,1.0
658410,2024-02,63323068810,40.24,1.0
PA2021,2024-02,63323053075,39.02,1.0
CA2035,2024-02,63323017876,136.7,4.0
703019,2024-02,63323062600,84.27,1.0
IA2344,2024-02,63323062610,50.76,2.0
AJ7737,2024-02,63323017876,52.5,1.0
805653,2024-02,63323062610,51.96,1.0
TX0420,2024-02,65219047220,225.5,5.0
658500,2024-02,63323053075,636.8,16.0
AU6192,2024-02,65219047220,48.91,1.0
758923,2024-02,65219047030,306.0,3.0
734996,2024-02,63323068310,43.43,1.0
AR0067,2024-02,65219014410,211.92,4.0
730764,2024-02,65219047410,27.67,1.0
CA2021,2024-02,65219014610,86.05,1.0
691507,2024-02,63323062600,137.09,1.0
AU6192,2024-02,63323086910,84.19,2.0
690177,2024-02,63323066910,86.92,2.0
AR0045,2024-02,63323068810,78.62,2.0
TX0083,2024-02,65219025810,1812.08,4.0
OH2073,2024-02,65219047220,73.2,1.0
LA2002,2024-02,63323062625,59.4,1.0
AU6192,2024-02,65219047910,59.83,1.0
659494,2024-02,65219047030,188.68,2.0
612412,2024-02,63323053075,70.69,1.0
SC2031,2024-02,65219047030,245.96,4.0
843384,2024-02,65219047220,146.91,3.0
754066,2024-02,65219047030,421.1,5.0
786930,2024-02,63323086910,100.28,2.0
OH0023,2024-02,63323082475,66.51,1.0
AB9778,2024-02,65219015310,87.22,1.0
AP0345,2024-02,63323068310,66.2,2.0
LA0120,2024-02,63323068610,36.5,1.0
788512,2024-02,65219011910,114.79,1.0
616791,2024-02,63323066910,-43.37,-1.0
NY5065,2024-02,63323066910,133.41,3.0
685181,2024-02,63323087374,38.96,1.0
808155,2024-02,63323086910,34.05,1.0
622838,2024-02,63323068310,76.1,2.0
CA2663,2024-02,65219025810,452.77,1.0
NY5065,2024-02,63323068310,44.44,1.0
630397,2024-02,63323062625,72.4,1.0
679664,2024-02,65219047410,-25.9,-1.0
640909,2024-02,63323053075,835.8,21.0
AA7016,2024-02,65219047030,200.04,2.0
754066,2024-02,65219047410,41.95,1.0
631298,2024-02,65219047220,147.2,2.0
NY2017,2024-02,65219047030,84.22,1.0
TN2022,2024-02,63323017876,57.75,1.0
742091,2024-02,63323053075,73.2,1.0
NC0153,2024-02,63323068810,56.6,1.0
762089,2024-02,65219047410,25.65,1.0
763767,2024-02,65219047220,43.99,1.0
NC0175,2024-02,63323062625,189.84,3.0
IL2386,2024-02,65219025810,4098.6,9.0
NY2327,2024-02,63323082476,194.37,3.0
TX0651,2024-02,65219014410,70.63,1.0
TN0204,2024-02,63323087074,57.12,3.0
AT2418,2024-02,63323068810,52.07,1.0
NY2371,2024-02,63323082476,64.79,1.0
745743,2024-02,63323082475,66.51,1.0
TX2413,2024-02,63323082476,59.29,1.0
846170,2024-02,65219047220,560.0,7.0
TX2129,2024-02,65219047410,57.75,3.0
753897,2024-02,63323053075,39.01,1.0
631298,2024-02,65219047030,252.66,3.0
TX0420,2024-02,65219021850,177.76,1.0
705079,2024-02,63323087074,24.93,1.0
WA2039,2024-02,63323068810,39.4,1.0
PA2196,2024-02,65219047030,0.0,0.0
KY0038,2024-02,63323053075,38.41,1.0
742126,2024-02,63323053075,70.69,1.0
611047,2024-02,65219047220,-74.24,-2.0
AT7109,2024-02,63323082475,46.2,1.0
759254,2024-02,63323068310,43.35,1.0
NY5062,2024-02,63323066910,44.47,1.0
NY5019,2024-02,63323066910,70.08,2.0
TX2005,2024-02,63323017876,-28.03,-1.0
CA2662,2024-02,65219011910,86.05,1.0
AF4559,2024-02,65219047030,66.65,1.0
NY5065,2024-02,63323082475,66.51,1.0
NY5017,2024-02,63323087074,24.93,1.0
AM0992,2024-02,65219047220,97.82,2.0
NC0042,2024-02,63323068310,66.64,2.0
729630,2024-02,63323086910,44.0,1.0
830192,2024-02,65219011910,86.49,1.0
MN5050,2024-02,65219047030,102.0,1.0
653673,2024-02,63323062600,96.2,1.0
NY5063,2024-02,63323068310,44.44,1.0
NY2033,2024-02,65219011910,87.96,1.0
625066,2024-02,63323066910,36.4,1.0
FL0161,2024-02,63323062625,306.0,3.0
AA3298,2024-02,65219047030,349.15999999999997,5.0
TX0077,2024-02,63323068310,52.37,1.0
OR2027,2024-02,65219047220,126.53999999999999,3.0
606222,2024-02,63323082475,66.51,1.0
718354,2024-02,63323062610,50.05,1.0
649278,2024-02,65219047220,76.4,1.0
IN2204,2024-02,63323068610,0.0,0.0
AF5158,2024-02,63323017876,62.0,2.0
AN7319,2024-02,65219047030,79.5,1.0
721170,2024-02,63323068310,33.46,1.0
AI8199,2024-02,65219047220,126.37,2.0
TX2129,2024-02,65219047910,45.48,2.0
OR2027,2024-02,63323017876,34.32,1.0
KY0069,2024-02,63323068310,43.53,1.0
610667,2024-02,63323053075,1472.6,37.0
AT1664,2024-02,63323068310,87.88,2.0
786930,2024-02,63323062610,51.96,1.0
649419,2024-02,65219047030,177.18,3.0
GA0171,2024-02,63323082476,52.64,2.0
IA0002,2024-02,65219047410,421.2,15.0
AM0992,2024-02,65219047030,70.01,1.0
745743,2024-02,63323086910,34.05,1.0
712582,2024-02,63323068310,33.87,1.0
PA2196,2024-02,63323017876,68.64,2.0
AM0992,2024-02,63323062610,28.88,1.0
GA2038,2024-02,65219047030,477.0,6.0
605755,2024-02,63323053075,70.69,1.0
603139,2024-02,65219047220,342.78999999999996,7.0
657850,2024-02,63323068810,155.01999999999998,3.0
KY0087,2024-02,63323053075,70.69,1.0
821815,2024-02,65219014810,89.34,1.0
744191,2024-02,63323082476,0.0,0.0
709514,2024-02,65219047030,242.4,4.0
806341,2024-02,63323087310,25.74,1.0
667640,2024-02,63323053075,70.69,1.0
690177,2024-02,63323068610,391.14,9.0
AI7050,2024-02,63323068810,50.52,1.0
TX0174,2024-02,63323068810,79.76,2.0
SC0067,2024-02,63323017876,115.5,2.0
721171,2024-02,63323068610,43.54,1.0
681924,2024-02,63323068810,39.77,1.0
KY0080,2024-02,65219047220,662.4,9.0
649278,2024-02,65219022225,902.52,9.0
DE0002,2024-02,65219047030,408.0,4.0
797651,2024-02,63323087074,24.93,1.0
SC0061,2024-02,65219047030,0.0,0.0
AR0197,2024-02,63323062625,94.86,1.0
NM2067,2024-02,63323087074,24.93,1.0
KY0106,2024-02,63323082475,46.2,1.0
NY0014,2024-02,63323066910,33.62,1.0
620029,2024-02,63323053075,75.19,1.0
612412,2024-02,63323082474,0.0,0.0
CA2249,2024-02,63323068610,33.28,1.0
NY5073,2024-02,63323062625,217.20000000000002,3.0
MN2008,2024-02,65219047030,204.0,2.0
650699,2024-02,63323068810,0.0,-1.0
675023,2024-02,63323053075,42.0,1.0
FL2004,2024-02,63323062625,163.74,3.0
PA1152,2024-02,63323053075,138.60000000000002,3.0
TX0420,2024-02,65219047910,288.24,10.0
721173,2024-02,63323086710,25.85,1.0
667853,2024-02,63323082475,332.64,3.0
AF4559,2024-02,65219047410,52.52,2.0
AA4498,2024-02,63323053075,38.5,1.0
754795,2024-02,63323082476,21.54,1.0
729558,2024-02,65219014410,115.8,2.0
AM2919,2024-02,65219022450,75.05,1.0
TX0207,2024-02,65219047030,225.15,5.0
659116,2024-02,65219047410,24.14,1.0
OR2008,2024-02,63323053075,45.88,1.0
611995,2024-02,65219047910,59.6,2.0
668178,2024-02,63323062625,72.4,1.0
MD2001,2024-02,63323068610,0.0,0.0
SC2005,2024-02,63323068610,86.52,2.0
LA0120,2024-02,63323068310,36.5,1.0
AZ2050,2024-02,63323082476,21.5,1.0
729144,2024-02,63323086910,34.05,1.0
NY0025,2024-02,63323053075,92.4,2.0
AN6745,2024-02,65219047220,144.15,3.0
NY5019,2024-02,63323068310,0.0,0.0
OR2027,2024-02,63323082476,77.55000000000001,3.0
WA2013,2024-02,63323087010,72.84,1.0
AB7059,2024-02,63323068610,44.03,1.0
755982,2024-02,63323082475,66.51,1.0
TX0077,2024-02,65219047410,129.05,5.0
TX0207,2024-02,65219047220,31.96,1.0
PA1152,2024-02,63323082474,0.0,0.0
PA2053,2024-02,65219047220,42.51,1.0
685181,2024-02,63323062655,38.96,1.0
760966,2024-02,63323086910,88.0,2.0
FL0043,2024-02,63323068310,66.62,2.0
662082,2024-02,65219047220,73.4,1.0
843508,2024-02,65219038910,1036.77,7.0
763184,2024-02,63323053075,80.0,1.0
OH2001,2024-02,65219047220,48.97,1.0
AE8973,2024-02,65219047220,76.22,1.0
736265,2024-02,63323068310,43.35,1.0
AU6192,2024-02,63323062610,108.06,3.0
AP0345,2024-02,65219011810,170.66,2.0
VA0066,2024-02,65219047220,147.2,2.0
712581,2024-02,63323068310,101.61,3.0
661625,2024-02,63323053075,41.69,1.0
723805,2024-02,63323087010,104.24,2.0
WV0012,2024-02,65219014410,53.22,1.0
631298,2024-02,65219047410,41.95,1.0
FL0046,2024-02,63323068310,133.24,4.0
AE5957,2024-02,63323086910,34.05,1.0
744191,2024-02,63323082475,66.51,1.0
AN0338,2024-02,65219047220,48.97,1.0
721175,2024-02,63323066910,33.46,1.0
TX0021,2024-02,65219047910,37.74,1.0
843071,2024-02,63323017876,124.56,4.0
714448,2024-02,63323086974,84.0,2.0
MA2170,2024-02,65219014610,86.86,1.0
TX0453,2024-02,63323068610,-37.96,-1.0
650986,2024-02,63323087310,29.89,1.0
GA2039,2024-02,65219014610,190.08,2.0
WV0036,2024-02,63323087310,52.38,2.0
CA2247,2024-02,63323062655,38.43,1.0
AG6192,2024-02,65219047220,111.61000000000001,2.0
CA0038,2024-02,65219047410,48.5,2.0
NY2179,2024-02,63323068310,177.76,4.0
VA0136,2024-02,63323066910,44.47,1.0
SD2031,2024-02,63323082474,0.0,0.0
678063,2024-02,63323062610,154.56,6.0
791722,2024-02,63323068610,44.44,1.0
742233,2024-02,63323068310,43.35,1.0
719733,2024-02,65219047410,52.0,2.0
AA4498,2024-02,63323068310,33.46,1.0
TX0058,2024-02,63323066910,88.94,2.0
TX0207,2024-02,65219047410,77.48,4.0
605755,2024-02,65219011810,195.1,2.0
843384,2024-02,65219047030,278.56,4.0
657850,2024-02,63323068310,390.15,9.0
637047,2024-02,63323053075,42.0,1.0
MN2049,2024-02,65219047030,93.33,1.0
630396,2024-02,63323066910,38.69,1.0
AT2416,2024-02,65219014410,106.54,2.0
TX0027,2024-02,65219047220,73.6,1.0
NY2143,2024-02,63323053075,138.60000000000002,3.0
MN2016,2024-02,65219047220,42.88,1.0
762089,2024-02,65219047220,45.74,1.0
661860,2024-02,63323082476,129.58,2.0
AA4498,2024-02,65219001201,165.45,1.0
681923,2024-02,63323053075,38.43,1.0
AM2918,2024-02,65219011810,85.71,1.0
IA0002,2024-02,63323053075,45.36,1.0
AN0338,2024-02,65219047410,54.9,2.0
VA0066,2024-02,65219047030,336.88,4.0
SC0037,2024-02,65219047030,371.64,4.0
606133,2024-02,63323053075,74.4,1.0
765266,2024-02,65219047410,103.44,3.0
AD9932,2024-02,63323068810,40.16,1.0
NY2007,2024-02,63323053075,424.14,6.0
TX0420,2024-02,65219047410,605.96,24.0
DE0002,2024-02,63323068810,226.4,4.0
AN2299,2024-02,65219047030,305.6,5.0
AC2107,2024-02,63323053075,70.69,1.0
BC1555,2024-02,65219022010,0.0,0.0
AU6192,2024-02,63323087074,50.14,1.0
NC0098,2024-02,63323082475,93.25,1.0
603139,2024-02,65219047030,1392.8,20.0
671351,2024-02,63323082475,44.52,1.0
603139,2024-02,65219047410,54.9,2.0
MD0067,2024-02,63323053075,39.09,1.0
NY5017,2024-02,63323082476,64.79,1.0
627576,2024-02,63323062625,56.48,1.0
NY5073,2024-02,63323082476,323.95000000000005,5.0
OR2159,2024-02,65219047030,93.33,1.0
631298,2024-02,63323082475,133.02,2.0
681923,2024-02,63323066910,47.5,1.0
VA0095,2024-02,63323017876,112.10999999999999,3.0
606404,2024-02,65219047220,86.6,2.0
AV4027,2024-02,65219047030,116.23,1.0
667853,2024-02,63323053075,88.0,1.0
728137,2024-02,63323017876,57.75,1.0
NY5073,2024-02,65219047030,1138.88,14.0
HI2013,2024-02,63323053075,46.2,1.0
NC0161,2024-02,63323068810,104.7,2.0
730437,2024-02,63323053075,46.2,1.0
AB9955,2024-02,63323068610,77.38,2.0
VA0021,2024-02,63323053075,184.8,4.0
805555,2024-02,63323087074,74.79,3.0
AP0345,2024-02,63323053075,175.56,2.0
727428,2024-02,65219047410,819.3000000000001,30.0
KY5005,2024-02,65219047220,58.84,1.0
MI2059,2024-02,63323053075,46.2,1.0
AD4271,2024-02,65219047410,91.2,2.0
NY2170,2024-02,63323066910,88.94,2.0
799642,2024-02,63323053075,38.83,1.0
734420,2024-02,65219047030,60.07,1.0
VA0050,2024-02,63323082475,66.51,1.0
OH2276,2024-02,63323082474,0.0,0.0
782833,2024-02,65219047030,121.64,2.0
IN2204,2024-02,63323066910,35.13,1.0
649419,2024-02,65219047220,41.53,1.0
749156,2024-02,65219047410,-45.6,-1.0
AA6916,2024-02,65219047410,46.82,2.0
758808,2024-02,65219025810,2265.1,5.0
841517,2024-02,65219047410,48.1,2.0
AC0923,2024-02,63323053075,70.69,1.0
712581,2024-02,65219047220,473.66,11.0
NY2143,2024-02,63323082476,51.7,2.0
AR2049,2024-02,65219047220,44.66,1.0
OH0016,2024-02,63323087310,0.0,0.0
MA2455,2024-02,65219047030,68.4,1.0
AD9998,2024-02,63323062610,224.4,8.0
LA0001,2024-02,63323017876,28.923,1.0
718354,2024-02,63323053075,87.78,1.0
643926,2024-02,63323086910,0.0,0.0
721167,2024-02,63323068810,39.88,1.0
AA4570,2024-02,63323086910,68.1,2.0
MI2191,2024-02,63323087374,37.5,1.0
825511,2024-02,63323053075,46.2,1.0
GA2038,2024-02,65219047220,176.52,3.0
611753,2024-02,63323086910,50.14,1.0
ND2005,2024-02,63323082475,92.23,1.0
658515,2024-02,63323017876,48.56,1.0
OR2008,2024-02,63323068310,33.28,1.0
AH1803,2024-02,63323062610,28.05,1.0
788510,2024-02,65219047220,52.77,1.0
IL0074,2024-02,63323062625,188.0,2.0
NY5028,2024-02,63323062610,28.05,1.0
685181,2024-02,65219047220,86.46,2.0
TX0420,2024-02,63323082476,45.36,2.0
AM0992,2024-02,65219047410,190.54,7.0
AN0338,2024-02,63323062610,24.91,1.0
747952,2024-02,63323053075,365.6,5.0
TX2425,2024-02,65219047030,65.7,1.0
658541,2024-02,63323068310,33.07,1.0
AB0528,2024-02,63323017876,62.0,2.0
WV0055,2024-02,63323053075,160.0,2.0
KY0080,2024-02,65219047030,2021.28,24.0
NY5064,2024-02,63323066910,88.94,2.0
PA5025,2024-02,63323068610,0.0,0.0
AE0031,2024-02,63323087074,49.86,2.0
VA0021,2024-02,63323086910,25.59,1.0
630388,2024-02,63323068810,46.11,1.0
NY5017,2024-02,63323086710,34.05,1.0
712582,2024-02,63323053075,155.92,4.0
838539,2024-02,63323082474,55.17,1.0
CA0038,2024-02,63323082475,39.02,1.0
AE0031,2024-02,63323062610,28.05,1.0
847363,2024-02,65219047410,262.68,6.0
646942,2024-02,63323068310,43.26,1.0
KY0106,2024-02,63323087374,39.3,1.0
CA2655,2024-02,63323062625,102.0,1.0
653673,2024-02,63323062625,72.4,1.0
AI8199,2024-02,65219047030,84.22,1.0
691507,2024-02,63323068610,0.0,0.0
657355,2024-02,63323017876,37.37,1.0
VA0135,2024-02,63323068810,0.0,0.0
NY2371,2024-02,63323082475,199.53000000000003,3.0
FL0283,2024-02,65219025810,-2277.5,-5.0
NE2012,2024-02,63323087074,24.93,1.0
NU2044,2024-02,63323053075,92.4,2.0
786930,2024-02,65219047030,81.42,1.0
621612,2024-02,63323062625,60.89,1.0
721167,2024-02,63323053075,154.0,4.0
KY0087,2024-02,65219047030,67.88,1.0
717064,2024-02,63323017876,224.22,6.0
610796,2024-02,65219047410,1231.1999999999998,27.0
721173,2024-02,63323068310,133.84,4.0
TX0549,2024-02,65219047410,101.04,4.0
727338,2024-02,63323053075,716.4000000000001,18.0
650699,2024-02,65219001201,0.0,0.0
NY5028,2024-02,63323066910,88.94,2.0
WV0036,2024-02,63323082475,91.61,1.0
NY5028,2024-02,63323068310,44.44,1.0
FL0270,2024-02,63323068310,66.62,2.0
NY5028,2024-02,63323082476,64.79,1.0
653673,2024-02,63323053075,-37.93,-1.0
AB9983,2024-02,65219047410,256.70000000000005,10.0
801372,2024-02,63323053075,0.0,0.0
AF1487,2024-02,63323062610,0.0,0.0
AZ2050,2024-02,63323053075,76.46,2.0
FL0408,2024-02,63323068310,33.31,1.0
AU6192,2024-02,65219047030,70.01,1.0
743695,2024-02,63323053075,46.2,1.0
630388,2024-02,63323066910,38.69,1.0
762884,2024-02,63323062610,45.6,1.0
627605,2024-02,63323062610,45.6,1.0
IL2013,2024-02,65219047220,44.71,1.0
AG5958,2024-02,65219047910,58.84,2.0
630984,2024-02,63323087310,68.1,2.0
821560,2024-02,63323062610,25.85,1.0
KY0106,2024-02,63323017876,34.32,1.0
816278,2024-02,63323053075,80.0,1.0
KY0059,2024-02,65219047030,140.56,2.0
AP0242,2024-02,65219047030,0.0,0.0
622359,2024-02,63323062625,55.38,1.0
667853,2024-02,65219025810,1355.49,3.0
AI8199,2024-02,65219047410,41.95,1.0
TX2413,2024-02,63323062655,73.2,1.0
AU6192,2024-02,65219047410,368.69,9.0
698171,2024-02,63323053075,1273.6,32.0
AC2107,2024-02,63323087074,24.93,1.0
AA5734,2024-02,65219047410,106.7,2.0
721167,2024-02,63323082475,38.5,1.0
CA0038,2024-02,65219023825,878.0400000000001,9.0
709158,2024-02,63323087374,38.81,1.0
NY2255,2024-02,65219047030,84.22,1.0
MD0100,2024-02,63323068810,56.6,1.0
747078,2024-02,65219047030,60.84,1.0
OR2008,2024-02,65219047220,42.14,1.0
MN2047,2024-02,63323017876,48.04,1.0
OH2001,2024-02,65219047030,278.56,4.0
704140,2024-02,63323053075,70.69,1.0
655721,2024-02,65219047410,41.17,1.0
LA0886,2024-02,63323017876,83.5,2.0
721168,2024-02,63323062625,54.73,1.0
NY5062,2024-02,63323062610,280.5,8.0
IN2204,2024-02,63323068310,70.46000000000001,2.0
IN2204,2024-02,63323068810,42.1,1.0
AR0067,2024-02,63323066910,86.92,2.0
835019,2024-02,63323053075,46.2,1.0
NY5029,2024-02,63323086910,34.05,1.0
OR2008,2024-02,63323017876,34.14,1.0
FL0046,2024-02,63323053075,46.2,1.0
LA0120,2024-02,63323068810,43.5,1.0
AR2049,2024-02,63323062655,46.2,1.0
00,2024-02,65219047220,0.0,0.0
843384,2024-02,65219047410,109.8,4.0
775316,2024-02,63323087374,80.34,2.0
AP0334,2024-02,63323087074,38.08,2.0
AA3298,2024-02,63323062625,126.56,2.0
674290,2024-02,65219047410,77.7,3.0
754066,2024-02,65219047220,52.77,1.0
638240,2024-02,63323017876,93.0,3.0
660773,2024-02,63323082476,100.2,2.0
AP0345,2024-02,65219025810,897.82,2.0
612967,2024-02,65219047030,95.88,1.0
WY2004,2024-02,63323082476,64.79,1.0
NC0153,2024-02,65219047910,2034.6800000000003,45.0
NY5029,2024-02,65219047910,226.44,6.0
650986,2024-02,65219047220,48.97,1.0
729631,2024-02,65219047910,105.0,2.0
CA0038,2024-02,65219047030,554.4,9.0
TX2413,2024-02,63323087374,71.89,1.0
742093,2024-03,63323053075,73.2,1.0
IL2017,2024-03,63323053075,46.2,1.0
681923,2024-03,65219014810,86.1,1.0
709514,2024-03,65219047030,-121.20000000000002,-2.0
AM8068,2024-03,63323068310,47.5,1.0
KY5005,2024-03,65219047220,117.68,2.0
FL0161,2024-03,65219047410,91.2,2.0
VA0095,2024-03,63323068610,44.44,1.0
641329,2024-03,63323053075,74.4,1.0
721168,2024-03,63323068810,79.56,2.0
IL2386,2024-03,65219047030,182.97,3.0
IA0003,2024-03,63323053075,45.36,1.0
717064,2024-03,63323062625,144.8,2.0
TX2129,2024-03,65219047910,68.22,3.0
TX0549,2024-03,65219047410,50.52,2.0
NC0012,2024-03,65219014810,87.28,1.0
TX2129,2024-03,65219047410,308.44,16.0
631298,2024-03,65219047030,252.66,3.0
GA2039,2024-03,65219047030,159.0,2.0
NY5110,2024-03,63323068310,44.44,1.0
VA0066,2024-03,65219047410,41.95,1.0
TX0420,2024-03,63323062610,22.74,1.0
CA2642,2024-03,65219025810,452.77,1.0
AG8738,2024-03,63323082476,142.56,2.0
FL0270,2024-03,63323068810,39.7,1.0
AE5247,2024-03,63323082476,60.26,1.0
713758,2024-03,63323053075,80.0,1.0
AR0045,2024-03,63323068810,78.66,2.0
678063,2024-03,63323062610,103.04,4.0
LA0120,2024-03,63323062625,101.7,1.0
OR2027,2024-03,63323082476,-25.85,-1.0
758923,2024-03,65219047410,182.4,4.0
NC0042,2024-03,65219025810,906.74,2.0
612412,2024-03,63323053075,70.69,1.0
612908,2024-03,63323068810,52.5,1.0
MS0073,2024-03,63323017876,31.2,1.0
712582,2024-03,63323053075,233.88,6.0
AE0030,2024-03,63323062610,28.05,1.0
NY5063,2024-03,63323068310,133.32,3.0
843508,2024-03,65219038910,568.44,4.0
NY2394,2024-03,65219047220,80.0,1.0
823599,2024-03,63323068810,38.84,1.0
674291,2024-03,63323082476,47.0,2.0
635761,2024-03,63323062625,59.7,1.0
825505,2024-03,63323053075,46.2,1.0
AB4089,2024-03,63323086910,44.0,1.0
846170,2024-03,65219047220,240.0,3.0
638186,2024-03,65219047220,149.32,2.0
NY5078,2024-03,63323066910,44.47,1.0
CA2662,2024-03,65219014410,158.85,3.0
655508,2024-03,63323053075,0.0,0.0
655060,2024-03,65219047410,0.0,0.0
VA0135,2024-03,65219014810,114.79,1.0
658409,2024-03,63323053075,38.85,1.0
657849,2024-03,65219047220,80.0,1.0
AP3364,2024-03,63323053075,70.69,1.0
800820,2024-03,63323087074,752.1,15.0
843887,2024-03,63323082474,119.4,2.0
AM0992,2024-03,63323017876,31.14,1.0
NY2179,2024-03,63323062610,28.05,1.0
KY0087,2024-03,65219047220,58.84,1.0
KY0059,2024-03,65219047030,281.12,4.0
630388,2024-03,63323053075,70.69,1.0
OR2027,2024-03,63323017876,34.32,1.0
MD9024,2024-03,63323053075,39.87,1.0
AJ2552,2024-03,63323017876,37.37,1.0
IN2004,2024-03,63323082475,66.51,1.0
TX0420,2024-03,65219047910,230.72,8.0
AE5957,2024-03,63323086910,136.2,4.0
667853,2024-03,63323082476,570.24,8.0
OH2001,2024-03,65219047220,293.82,6.0
VA0050,2024-03,63323082475,66.51,1.0
AT2051,2024-03,63323053075,0.0,0.0
641329,2024-03,65219014410,58.48,1.0
NY2163,2024-03,63323068810,40.06,1.0
843225,2024-03,63323062625,77.57,1.0
IL2386,2024-03,63323082474,54.92,1.0
CO2004,2024-03,63323068810,113.2,2.0
DC0005,2024-03,63323082474,109.2,2.0
NC0153,2024-03,63323062655,39.02,1.0
718354,2024-03,65219047030,59.51,1.0
TX0323,2024-03,63323082474,129.84,1.0
NY5073,2024-03,63323017876,224.21999999999997,6.0
CA2669,2024-03,63323053075,160.0,2.0
630395,2024-03,63323068310,44.44,1.0
LA0120,2024-03,65219014210,188.2,2.0
AR0052,2024-03,63323053075,73.2,1.0
712581,2024-03,63323053075,38.98,1.0
678104,2024-03,63323053075,88.0,1.0
GA2039,2024-03,65219047220,58.84,1.0
IA2039,2024-03,63323068810,52.64,1.0
NC0121,2024-03,63323062625,94.61,1.0
690177,2024-03,63323068310,434.6,10.0
KY0111,2024-03,63323062625,72.4,1.0
VA0040,2024-03,63323053075,70.69,1.0
LA0018,2024-03,63323062625,94.672,1.0
782833,2024-03,63323082474,54.92,1.0
775316,2024-03,63323087374,40.17,1.0
NY5073,2024-03,65219047030,1684.4,20.0
AF4559,2024-03,65219047410,105.04,4.0
667853,2024-03,65219025810,1355.49,3.0
NY2143,2024-03,63323082476,25.85,1.0
657850,2024-03,63323068810,51.66,1.0
604824,2024-03,65219047410,42.14,1.0
IA0002,2024-03,63323062625,94.86,1.0
712582,2024-03,63323068310,67.74,2.0
734384,2024-03,63323086910,0.0,0.0
AE0030,2024-03,63323087074,49.86,2.0
749485,2024-03,63323053075,38.41,1.0
AE9842,2024-03,65219047220,52.77,1.0
NY2327,2024-03,63323082476,185.31,3.0
610793,2024-03,63323082475,119.39999999999999,3.0
721175,2024-03,63323053075,135.45,3.0
AE0029,2024-03,63323017876,37.37,1.0
FL0408,2024-03,63323068310,33.31,1.0
659495,2024-03,63323068310,95.0,2.0
NC0106,2024-03,63323068810,120.69,3.0
TX0226,2024-03,65219047030,252.66,3.0
NY5093,2024-03,63323053075,74.04,1.0
